Transaction_ID,Customer_ID,Product_ID,Date,Time,Quantity,Total_Amount_Paid,Discount_Applied
1354,837,76,2025-06-16,08:52:00,2,4346.23,0%
1355,450,72,2025-01-09,11:46:00,3,3654.55,0%
1356,1410,98,2025-11-17,14:52:00,2,15799.89,0%
1357,452,84,2025-05-18,14:37:00,3,7669.08,0%
1358,755,38,2025-04-03,13:12:00,3,3909.5,0%
1359,1005,47,2025-06-08,13:56:00,1,6538.47,0%
1360,1675,101,2025-11-27,11:46:00,3,4007.8,0%
1361,282,4,2025-01-07,09:08:00,1,6872.04,0%
1362,1578,22,2025-05-18,12:40:00,3,7420.86,0%
1363,28,3,2025-02-24,18:54:00,3,1079.51,0%
1364,175,52,2025-09-03,22:52:00,1,8755.29,15%
1365,630,85,2025-01-29,16:40:00,3,8918.49,0%
1366,253,6,2025-06-01,11:32:00,2,5814.18,0%
1367,291,1,2025-08-07,19:41:00,2,1619.33,0%
1368,463,99,2025-05-25,19:04:00,3,5610.23,0%
1369,684,31,2025-07-04,10:57:00,1,9386.66,0%
1370,1239,39,2025-08-08,13:43:00,2,14348.96,0%
1371,308,78,2025-06-28,11:17:00,2,4224.9,10%
1372,1356,95,2025-05-16,10:50:00,1,2259.37,0%
1373,1765,39,2025-03-17,23:52:00,1,14348.96,0%
1374,232,148,2025-08-07,16:09:00,1,5934.94,0%
1375,662,33,2025-04-04,19:20:00,2,7574.54,0%
1376,869,124,2025-12-22,18:08:00,3,8358.49,0%
1377,1888,63,2025-07-16,23:34:00,3,1626.37,0%
1378,1009,137,2025-08-04,15:44:00,2,26608.48,0%
1379,6,53,2025-07-05,23:08:00,1,3952.95,15%
1380,123,90,2025-03-15,21:15:00,1,6520.08,10%
1381,1696,58,2025-01-29,11:44:00,3,8531.09,0%
1382,294,97,2025-01-14,21:23:00,1,15701.56,0%
1383,1437,28,2025-12-06,10:30:00,3,9988.25,0%
1384,1783,41,2025-02-09,08:36:00,2,3946.64,0%
1385,307,47,2025-08-29,17:30:00,2,6538.47,0%
1386,1480,87,2025-08-16,08:18:00,1,3426.59,0%
1387,320,16,2025-03-30,13:00:00,2,5299.2,0%
1388,1706,109,2025-08-21,16:58:00,3,2180.67,40%
1389,1028,79,2025-08-05,16:05:00,3,3095.05,0%
1390,774,33,2025-07-25,15:25:00,1,7574.54,0%
1391,1685,144,2025-11-06,22:30:00,2,1875.32,0%
1392,1337,104,2025-07-10,14:17:00,1,3663.36,0%
1393,214,20,2025-07-05,18:01:00,1,3722.42,0%
1394,578,42,2025-01-06,17:12:00,3,8830.02,0%
1395,414,9,2025-05-04,16:05:00,3,8003.83,0%
1396,1157,12,2025-02-17,08:22:00,2,4389.16,20%
1397,200,85,2025-07-15,09:18:00,1,7134.79,20%
1398,311,119,2025-04-29,12:49:00,3,2971.66,0%
1399,330,129,2025-08-18,18:18:00,2,8187.38,10%
1400,1277,111,2025-12-31,20:15:00,1,10686.56,15%
1401,1251,20,2025-03-20,23:06:00,1,3722.42,0%
1402,293,80,2025-09-13,11:29:00,2,9142.95,0%
1403,348,76,2025-07-06,19:05:00,1,4346.23,0%
1404,367,118,2025-08-31,16:48:00,2,6824.12,10%
1405,1332,36,2025-03-05,23:02:00,2,2285.17,0%
1406,1731,81,2025-07-31,16:56:00,3,5057.92,0%
1407,88,15,2025-05-06,08:09:00,1,14476.09,0%
1408,596,97,2025-03-23,20:54:00,1,15701.56,0%
1409,457,100,2025-08-25,19:29:00,2,1720.15,0%
1410,823,85,2025-06-12,23:13:00,3,8918.49,0%
1411,1519,122,2025-05-23,12:30:00,1,1962.27,0%
1412,1312,55,2025-06-13,20:03:00,2,4574.5,0%
1413,1618,111,2025-04-20,09:13:00,1,10057.94,20%
1414,1952,109,2025-05-10,13:05:00,1,3271.0,10%
1415,142,71,2025-07-27,10:19:00,3,9964.46,0%
1416,925,108,2025-04-20,16:11:00,1,1920.28,40%
1417,190,110,2025-06-25,17:10:00,1,2280.52,0%
1418,716,108,2025-09-04,13:44:00,2,3200.47,0%
1419,727,147,2025-01-06,14:04:00,3,5692.75,25%
1420,1368,149,2025-12-07,18:00:00,1,14417.22,0%
1421,1837,118,2025-03-17,18:07:00,3,7582.36,0%
1422,833,68,2025-09-24,22:53:00,1,5922.75,0%
1423,1300,116,2025-11-24,11:02:00,1,2926.91,0%
1424,1528,49,2025-08-04,13:38:00,2,4669.1,0%
1425,443,90,2025-04-08,08:23:00,2,7244.53,0%
1426,34,78,2025-06-07,11:44:00,2,4694.33,0%
1427,1329,117,2025-07-30,21:33:00,2,2541.47,25%
1428,233,46,2025-08-08,13:34:00,2,1319.4,20%
1429,782,73,2025-12-04,21:40:00,2,4058.61,0%
1430,1438,26,2025-02-14,11:05:00,3,2826.24,0%
1431,1899,140,2025-02-21,09:42:00,2,3934.89,0%
1432,1745,108,2025-04-19,15:49:00,2,3200.47,0%
1433,1130,98,2025-08-29,19:50:00,2,15799.89,0%
1434,542,79,2025-07-11,18:21:00,1,2476.04,20%
1435,1965,147,2025-08-09,15:35:00,2,7590.33,0%
1436,395,101,2025-10-23,20:46:00,1,4007.8,0%
1437,826,82,2025-03-06,20:53:00,3,13924.86,0%
1438,1878,67,2025-10-11,13:20:00,1,2781.23,0%
1439,191,24,2025-01-14,12:01:00,3,15671.12,0%
1440,930,92,2025-05-03,15:19:00,1,5286.85,0%
1441,1097,63,2025-07-13,16:42:00,1,1626.37,0%
1442,564,22,2025-10-24,11:29:00,3,7420.86,0%
1443,252,28,2025-05-25,16:57:00,1,9988.25,0%
1444,191,20,2025-09-11,14:25:00,1,3722.42,0%
1445,1006,6,2025-12-18,18:40:00,2,5814.18,0%
1446,1656,42,2025-04-02,09:07:00,2,8830.02,0%
1447,711,124,2025-11-11,08:10:00,3,8358.49,0%
1448,1519,66,2025-04-09,08:33:00,3,5949.74,0%
1449,1559,40,2025-04-21,11:57:00,1,6317.12,0%
1450,61,84,2025-12-21,12:17:00,2,7669.08,0%
1451,987,52,2025-02-17,17:29:00,3,10300.34,0%
1452,1657,127,2025-09-20,20:59:00,1,1573.98,20%
1453,513,45,2025-04-12,16:25:00,1,3318.96,0%
1454,1196,80,2025-03-26,23:27:00,2,9142.95,0%
1455,868,70,2025-06-13,20:27:00,1,1888.21,0%
1456,1162,91,2025-07-11,10:28:00,1,2187.28,0%
1457,1822,9,2025-11-27,19:25:00,1,8003.83,0%
1458,235,47,2025-06-15,21:50:00,1,6538.47,0%
1459,733,63,2025-07-10,18:07:00,1,1626.37,0%
1460,653,3,2025-10-18,18:57:00,1,1079.51,0%
1461,1151,17,2025-04-19,14:06:00,3,1484.07,0%
1462,570,20,2025-12-16,18:52:00,2,2977.94,20%
1463,406,51,2025-09-10,16:26:00,1,2900.11,0%
1464,255,116,2025-03-29,18:37:00,2,2926.91,0%
1465,485,148,2025-10-22,22:18:00,1,5934.94,0%
1466,1724,104,2025-01-19,09:21:00,3,3663.36,0%
1467,820,21,2025-09-10,20:19:00,3,2512.6,10%
1468,931,127,2025-11-25,11:53:00,2,1967.48,0%
1469,1921,27,2025-06-15,21:14:00,1,4048.27,0%
1470,181,49,2025-07-08,08:59:00,3,4669.1,0%
1471,1778,14,2025-06-18,20:17:00,3,7298.21,10%
1472,349,36,2025-10-26,22:07:00,1,2285.17,0%
1473,654,38,2025-11-23,22:42:00,1,3127.6,20%
1474,1069,136,2025-10-23,23:17:00,2,7426.97,0%
1475,1583,124,2025-04-26,10:16:00,2,8358.49,0%
1476,1457,22,2025-06-30,15:42:00,3,7420.86,0%
1477,1506,53,2025-02-08,23:03:00,1,4650.53,0%
1478,27,56,2025-02-23,18:13:00,3,3205.18,20%
1479,1560,136,2025-09-21,18:48:00,2,7426.97,0%
1480,1452,117,2025-03-08,15:58:00,2,3388.63,0%
1481,790,116,2025-05-23,17:55:00,3,2926.91,0%
1482,1328,27,2025-03-17,11:47:00,1,4048.27,0%
1483,493,5,2025-08-24,13:17:00,1,1804.93,0%
1484,976,136,2025-08-20,11:59:00,3,7426.97,0%
1485,173,91,2025-08-09,14:09:00,2,2187.28,0%
1486,1029,111,2025-01-28,19:06:00,1,11315.18,10%
1487,1329,98,2025-04-07,16:33:00,3,9479.93,40%
1488,1011,133,2025-08-10,11:43:00,1,8064.91,0%
1489,1324,64,2025-01-28,16:15:00,1,1023.44,0%
1490,1090,26,2025-04-26,20:25:00,2,2119.68,25%
1491,208,57,2025-12-21,16:31:00,1,5465.56,0%
1492,351,53,2025-06-27,17:46:00,1,4650.53,0%
1493,194,48,2025-06-06,15:10:00,2,8030.15,20%
1494,1396,18,2025-01-07,21:21:00,1,18817.42,0%
1495,364,68,2025-02-09,13:43:00,1,5922.75,0%
1496,1217,91,2025-10-26,08:31:00,1,1749.82,20%
1497,968,29,2025-01-24,17:53:00,1,3434.21,0%
1498,1076,129,2025-03-17,11:19:00,3,9097.09,0%
1499,688,116,2025-09-09,16:42:00,2,2926.91,0%
1500,520,94,2025-01-07,17:45:00,2,1853.36,20%
1501,1826,133,2025-12-06,23:07:00,2,8064.91,0%
1502,1405,133,2025-07-30,12:22:00,2,4838.95,40%
1503,64,63,2025-10-23,21:23:00,1,1626.37,0%
1504,1525,23,2025-07-13,11:17:00,3,2938.16,0%
1505,1391,140,2025-09-27,13:16:00,3,2951.17,25%
1506,715,85,2025-07-20,21:17:00,2,8918.49,0%
1507,888,117,2025-01-05,23:59:00,3,3049.77,10%
1508,302,120,2025-09-25,13:19:00,2,6738.83,0%
1509,591,17,2025-01-08,14:18:00,3,1335.66,10%
1510,253,14,2025-09-08,21:22:00,3,8109.12,0%
1511,1709,1,2025-01-26,16:08:00,2,1619.33,0%
1512,1800,73,2025-02-14,12:46:00,1,4058.61,0%
1513,885,150,2025-01-17,19:15:00,3,5921.0,0%
1514,1305,99,2025-07-24,11:57:00,2,4207.67,25%
1515,1885,78,2025-11-02,17:11:00,3,4694.33,0%
1516,893,83,2025-04-13,16:08:00,2,16900.12,0%
1517,1136,52,2025-10-18,22:34:00,1,9270.31,10%
1518,770,112,2025-08-15,19:29:00,2,17472.78,0%
1519,876,120,2025-08-04,22:01:00,3,6738.83,0%
1520,55,108,2025-03-13,17:50:00,1,2720.4,15%
1521,1189,132,2025-10-06,17:03:00,2,3530.66,0%
1522,258,104,2025-08-25,22:53:00,1,3663.36,0%
1523,174,15,2025-05-19,11:21:00,3,14476.09,0%
1524,200,75,2025-12-20,18:55:00,1,7922.61,20%
1525,249,150,2025-03-15,23:08:00,1,5921.0,0%
1526,1834,40,2025-06-04,08:51:00,2,6317.12,0%
1527,1278,52,2025-03-20,11:33:00,1,10300.34,0%
1528,507,53,2025-08-31,08:53:00,3,3952.95,15%
1529,909,101,2025-01-29,17:25:00,2,4007.8,0%
1530,377,61,2025-11-10,11:27:00,1,4947.12,0%
1531,1303,6,2025-04-05,12:52:00,3,5814.18,0%
1532,1347,62,2025-09-19,14:30:00,2,6672.69,0%
1533,594,75,2025-02-21,23:23:00,3,5941.96,40%
1534,564,101,2025-12-24,22:26:00,2,3206.24,20%
1535,304,8,2025-05-26,20:00:00,3,6946.96,0%
1536,621,9,2025-11-30,22:02:00,2,4802.3,40%
1537,1972,36,2025-08-23,16:00:00,1,1828.14,20%
1538,733,129,2025-12-28,20:32:00,1,9097.09,0%
1539,358,39,2025-12-02,18:29:00,3,10761.72,25%
1540,1759,36,2025-05-23,17:59:00,2,2285.17,0%
1541,140,124,2025-07-12,23:38:00,3,8358.49,0%
1542,370,148,2025-12-29,16:08:00,3,5934.94,0%
1543,664,149,2025-06-28,20:04:00,3,14417.22,0%
1544,326,60,2025-02-19,23:59:00,3,3411.89,0%
1545,976,83,2025-04-29,15:06:00,1,16900.12,0%
1546,1492,99,2025-08-04,09:39:00,2,5610.23,0%
1547,235,10,2025-02-07,19:38:00,3,20096.7,0%
1548,1722,8,2025-03-31,22:24:00,1,6946.96,0%
1549,1306,147,2025-08-13,15:12:00,3,7590.33,0%
1550,332,112,2025-02-14,11:13:00,1,17472.78,0%
1551,1659,36,2025-07-04,10:21:00,1,2285.17,0%
1552,1398,136,2025-04-17,23:32:00,2,7426.97,0%
1553,731,144,2025-03-12,22:27:00,3,1875.32,0%
1554,771,19,2025-03-07,17:06:00,1,14534.67,0%
1555,1022,60,2025-01-27,18:01:00,1,3411.89,0%
1556,1683,75,2025-05-09,19:04:00,1,9903.26,0%
1557,1983,74,2025-02-08,15:54:00,3,9281.95,0%
1558,1909,129,2025-06-09,09:34:00,3,9097.09,0%
1559,1827,29,2025-05-15,09:21:00,2,2747.37,20%
1560,535,52,2025-10-08,18:59:00,3,9270.31,10%
1561,1869,16,2025-10-16,09:22:00,1,5299.2,0%
1562,1946,107,2025-11-03,10:56:00,3,17068.08,0%
1563,981,34,2025-09-12,19:27:00,2,14912.41,10%
1564,622,59,2025-01-11,09:01:00,1,2567.64,0%
1565,1095,98,2025-12-16,08:35:00,2,15799.89,0%
1566,107,100,2025-12-26,12:07:00,2,1376.12,20%
1567,242,95,2025-04-10,09:15:00,1,2033.43,10%
1568,189,3,2025-07-31,09:51:00,1,917.58,15%
1569,1789,64,2025-02-09,09:08:00,2,1023.44,0%
1570,370,73,2025-01-23,15:18:00,1,4058.61,0%
1571,1242,102,2025-09-03,10:04:00,2,11810.33,0%
1572,1922,140,2025-04-16,19:57:00,1,3934.89,0%
1573,909,78,2025-07-07,17:55:00,3,4694.33,0%
1574,501,135,2025-06-13,11:03:00,2,4154.86,10%
1575,1845,106,2025-12-28,23:17:00,1,18981.59,0%
1576,417,36,2025-10-11,14:07:00,2,2285.17,0%
1577,1485,37,2025-01-19,15:44:00,2,4197.34,0%
1578,1332,117,2025-01-18,16:17:00,3,3388.63,0%
1579,787,77,2025-11-09,20:31:00,1,2463.7,0%
1580,1767,98,2025-07-16,15:13:00,2,15799.89,0%
1581,378,111,2025-12-05,19:59:00,1,12572.42,0%
1582,1864,87,2025-05-15,14:48:00,1,3426.59,0%
1583,699,112,2025-01-30,20:46:00,3,13978.22,20%
1584,958,61,2025-03-09,08:17:00,3,4947.12,0%
1585,1948,71,2025-05-08,17:21:00,3,9964.46,0%
1586,1581,4,2025-06-07,18:53:00,2,5841.23,15%
1587,1736,46,2025-01-05,22:02:00,2,1319.4,20%
1588,984,143,2025-04-22,10:17:00,3,6307.95,0%
1589,1130,81,2025-02-02,22:11:00,2,5057.92,0%
1590,1569,71,2025-11-13,15:07:00,3,8968.01,10%
1591,79,48,2025-10-24,15:03:00,3,8030.15,20%
1592,531,66,2025-01-09,19:34:00,3,5949.74,0%
1593,92,61,2025-06-29,11:04:00,3,4947.12,0%
1594,909,29,2025-04-15,19:53:00,3,3434.21,0%
1595,852,19,2025-11-25,17:09:00,1,14534.67,0%
1596,669,93,2025-07-28,19:30:00,2,6213.09,10%
1597,1274,8,2025-03-18,08:06:00,3,6946.96,0%
1598,434,81,2025-09-18,19:13:00,2,3034.75,40%
1599,1702,150,2025-01-17,12:24:00,3,5921.0,0%
1600,161,20,2025-10-17,21:34:00,3,3722.42,0%
1601,249,136,2025-11-07,22:20:00,2,7426.97,0%
1602,400,148,2025-05-31,15:21:00,1,5934.94,0%
1603,1637,93,2025-08-22,11:44:00,1,6903.43,0%
1604,912,105,2025-07-05,10:22:00,3,4127.62,0%
1605,1036,20,2025-07-05,23:38:00,1,3722.42,0%
1606,920,108,2025-04-28,12:59:00,3,3200.47,0%
1607,502,105,2025-12-12,12:38:00,2,4127.62,0%
1608,304,148,2025-09-11,14:57:00,1,5934.94,0%
1609,1795,117,2025-05-15,23:47:00,1,3388.63,0%
1610,259,9,2025-01-13,10:08:00,3,6403.06,20%
1611,1776,136,2025-07-18,19:08:00,2,7426.97,0%
1612,1428,143,2025-05-04,17:07:00,2,6307.95,0%
1613,1838,87,2025-10-30,11:46:00,1,3426.59,0%
1614,152,91,2025-08-18,22:47:00,2,2187.28,0%
1615,593,123,2025-04-04,10:09:00,1,9695.48,0%
1616,1216,95,2025-07-14,13:32:00,3,1807.5,20%
1617,1205,72,2025-09-10,21:18:00,2,3654.55,0%
1618,787,82,2025-04-02,09:52:00,3,13924.86,0%
1619,1808,54,2025-08-09,16:36:00,3,8628.65,0%
1620,644,26,2025-05-13,11:59:00,1,2543.62,10%
1621,1365,72,2025-10-10,13:01:00,3,3654.55,0%
1622,1849,11,2025-10-03,08:31:00,1,4778.22,40%
1623,757,53,2025-10-20,22:33:00,1,4185.48,10%
1624,1702,117,2025-06-01,11:45:00,3,3388.63,0%
1625,1883,31,2025-08-16,21:31:00,2,9386.66,0%
1626,178,36,2025-05-23,11:22:00,1,2285.17,0%
1627,1525,57,2025-06-21,16:29:00,3,5465.56,0%
1628,1507,132,2025-12-11,18:57:00,1,3530.66,0%
1629,888,26,2025-04-08,09:40:00,3,2543.62,10%
1630,17,63,2025-10-28,15:43:00,1,1382.41,15%
1631,544,121,2025-09-06,13:46:00,2,6897.1,15%
1632,579,34,2025-11-22,10:33:00,3,14083.94,15%
1633,1535,55,2025-10-13,13:02:00,2,4574.5,0%
1634,1409,68,2025-11-11,15:40:00,2,5922.75,0%
1635,992,136,2025-06-03,17:42:00,2,7426.97,0%
1636,1004,101,2025-10-06,11:14:00,1,3607.02,10%
1637,238,46,2025-06-13,19:44:00,2,1319.4,20%
1638,1444,33,2025-09-08,15:01:00,2,6059.63,20%
1639,549,130,2025-06-15,16:43:00,2,14052.05,0%
1640,843,101,2025-08-06,09:17:00,2,3206.24,20%
1641,1492,57,2025-06-23,09:19:00,2,5465.56,0%
1642,840,57,2025-10-21,14:49:00,3,5465.56,0%
1643,226,85,2025-03-08,08:46:00,1,8918.49,0%
1644,1644,98,2025-12-27,18:58:00,2,15799.89,0%
1645,1571,142,2025-02-02,09:33:00,1,3486.4,0%
1646,742,138,2025-03-22,20:55:00,3,5435.66,0%
1647,470,75,2025-03-24,18:26:00,1,9903.26,0%
1648,1133,64,2025-01-11,11:32:00,2,1023.44,0%
1649,1621,125,2025-03-22,17:19:00,1,18783.3,0%
1650,472,64,2025-01-18,16:47:00,1,1023.44,0%
1651,1666,97,2025-03-09,16:55:00,1,12561.25,20%
1652,157,19,2025-09-16,21:01:00,1,14534.67,0%
1653,1521,139,2025-11-06,11:47:00,3,12753.15,0%
1654,1624,101,2025-04-10,17:50:00,2,4007.8,0%
1655,871,132,2025-01-12,17:17:00,2,3530.66,0%
1656,416,26,2025-05-16,23:24:00,2,2826.24,0%
1657,880,24,2025-04-24,16:30:00,2,15671.12,0%
1658,1859,137,2025-01-09,20:23:00,3,26608.48,0%
1659,1464,28,2025-01-13,15:28:00,2,9988.25,0%
1660,977,145,2025-02-25,18:09:00,3,7737.47,0%
1661,1999,22,2025-09-08,10:09:00,2,7420.86,0%
1662,1263,122,2025-09-25,15:03:00,2,1962.27,0%
1663,1158,105,2025-04-18,23:34:00,2,4127.62,0%
1664,642,61,2025-08-25,10:58:00,1,4452.41,10%
1665,872,20,2025-07-12,12:48:00,1,3722.42,0%
1666,1121,108,2025-01-05,17:07:00,2,2400.35,25%
1667,603,70,2025-09-25,19:36:00,3,1888.21,0%
1668,340,37,2025-05-29,14:51:00,3,4197.34,0%
1669,1699,122,2025-01-06,13:09:00,2,1962.27,0%
1670,138,2,2025-06-09,14:44:00,1,8357.64,0%
1671,1102,118,2025-11-16,22:38:00,1,7582.36,0%
1672,137,90,2025-11-22,15:22:00,3,7244.53,0%
1673,29,50,2025-08-07,17:23:00,3,7438.93,0%
1674,1571,104,2025-05-11,14:04:00,3,3663.36,0%
1675,313,27,2025-05-24,13:16:00,3,4048.27,0%
1676,210,33,2025-09-25,20:21:00,3,7574.54,0%
1677,1582,71,2025-11-12,23:13:00,1,9964.46,0%
1678,6,60,2025-02-16,12:09:00,1,2900.11,15%
1679,974,1,2025-02-09,09:08:00,3,1457.4,10%
1680,1654,113,2025-08-06,18:19:00,3,2098.07,0%
1681,1557,31,2025-05-04,20:24:00,2,9386.66,0%
1682,1447,122,2025-06-09,18:33:00,1,1766.04,10%
1683,1809,55,2025-03-27,16:45:00,1,4574.5,0%
1684,1721,112,2025-10-14,16:43:00,1,17472.78,0%
1685,1143,112,2025-11-30,19:11:00,1,17472.78,0%
1686,1774,94,2025-12-10,21:13:00,3,1853.36,20%
1687,1147,49,2025-07-15,08:12:00,2,4669.1,0%
1688,740,135,2025-01-03,18:06:00,2,4616.51,0%
1689,1876,65,2025-09-15,16:02:00,3,1703.09,0%
1690,564,123,2025-01-23,16:17:00,3,7756.38,20%
1691,118,147,2025-08-30,22:31:00,1,7590.33,0%
1692,970,140,2025-02-23,09:23:00,1,3934.89,0%
1693,1256,40,2025-12-28,13:55:00,1,6317.12,0%
1694,170,108,2025-01-29,09:20:00,1,3200.47,0%
1695,1757,140,2025-04-10,08:21:00,3,2951.17,25%
1696,1738,82,2025-10-28,19:33:00,1,13924.86,0%
1697,1927,104,2025-12-08,10:12:00,3,2930.69,20%
1698,303,69,2025-03-30,22:02:00,2,6933.23,0%
1699,1247,51,2025-03-30,08:19:00,2,2320.09,20%
1700,1149,90,2025-06-24,10:36:00,2,6157.85,15%
1701,181,30,2025-02-16,13:46:00,1,3454.75,0%
1702,381,82,2025-10-30,08:49:00,1,13924.86,0%
1703,1616,3,2025-04-22,22:05:00,3,1079.51,0%
1704,1932,64,2025-12-15,14:47:00,3,921.1,10%
1705,272,80,2025-01-28,17:11:00,2,9142.95,0%
1706,288,145,2025-06-11,14:17:00,1,7737.47,0%
1707,363,76,2025-05-13,16:05:00,2,4346.23,0%
1708,1704,44,2025-10-27,14:44:00,2,17885.8,0%
1709,432,67,2025-04-22,09:59:00,1,2781.23,0%
1710,1059,48,2025-03-13,18:23:00,3,8030.15,20%
1711,774,9,2025-07-03,08:10:00,2,7203.45,10%
1712,974,86,2025-11-28,13:58:00,2,7515.76,10%
1713,628,42,2025-01-12,22:51:00,3,7064.02,20%
1714,935,148,2025-12-22,20:30:00,1,5934.94,0%
1715,518,96,2025-11-04,20:19:00,1,14338.99,0%
1716,1989,60,2025-08-07,20:37:00,1,3411.89,0%
1717,336,132,2025-06-03,14:36:00,1,3530.66,0%
1718,267,86,2025-02-16,17:50:00,1,8350.85,0%
1719,1642,89,2025-08-23,20:10:00,2,3013.1,0%
1720,2,38,2025-03-30,17:19:00,1,3909.5,0%
1721,379,61,2025-04-15,15:09:00,3,4947.12,0%
1722,1138,96,2025-02-21,20:44:00,1,14338.99,0%
1723,1870,121,2025-08-26,11:24:00,1,6491.39,20%
1724,652,35,2025-06-17,21:38:00,2,1476.37,20%
1725,1094,19,2025-09-08,08:14:00,3,13081.2,10%
1726,365,61,2025-07-08,08:39:00,3,4947.12,0%
1727,1540,102,2025-02-09,15:08:00,2,11810.33,0%
1728,385,12,2025-04-19,17:27:00,1,5486.45,0%
1729,696,99,2025-06-09,23:02:00,2,5610.23,0%
1730,1964,108,2025-03-25,11:29:00,1,3200.47,0%
1731,710,26,2025-12-02,08:10:00,2,2826.24,0%
1732,264,148,2025-09-17,22:00:00,2,5934.94,0%
1733,1340,103,2025-01-28,16:47:00,3,5695.67,20%
1734,238,116,2025-08-31,18:54:00,3,2634.22,10%
1735,1991,94,2025-02-27,21:34:00,2,2316.7,0%
1736,1783,21,2025-12-29,14:32:00,3,2791.78,0%
1737,1491,117,2025-01-25,22:18:00,1,2710.9,20%
1738,249,126,2025-11-03,16:27:00,2,3218.1,20%
1739,1383,76,2025-01-13,13:18:00,2,4346.23,0%
1740,855,5,2025-08-17,18:19:00,3,1804.93,0%
1741,73,29,2025-01-19,20:15:00,1,2575.66,25%
1742,173,137,2025-03-16,23:27:00,2,26608.48,0%
1743,708,118,2025-12-19,22:02:00,1,7582.36,0%
1744,1486,21,2025-06-22,17:27:00,2,2791.78,0%
1745,46,48,2025-12-01,10:53:00,2,9033.92,10%
1746,1977,30,2025-04-09,17:39:00,3,3454.75,0%
1747,1105,63,2025-07-11,14:48:00,2,1626.37,0%
1748,563,48,2025-05-22,09:38:00,2,10037.69,0%
1749,1864,47,2025-12-14,17:17:00,1,6538.47,0%
1750,834,54,2025-08-01,16:17:00,2,8628.65,0%
1751,1227,82,2025-01-10,15:04:00,3,13924.86,0%
1752,590,118,2025-10-29,18:34:00,2,7582.36,0%
1753,975,143,2025-01-07,18:22:00,2,6307.95,0%
1754,311,119,2025-04-18,13:43:00,2,2377.33,20%
1755,524,104,2025-01-17,10:40:00,2,3663.36,0%
1756,1150,89,2025-09-29,17:48:00,2,3013.1,0%
1757,925,120,2025-03-21,13:39:00,2,5728.01,15%
1758,1157,111,2025-01-12,17:35:00,3,10057.94,20%
1759,1006,61,2025-07-12,12:24:00,3,4947.12,0%
1760,1944,32,2025-02-19,14:07:00,3,3985.11,0%
1761,593,46,2025-03-23,20:35:00,2,1649.25,0%
1762,721,56,2025-08-03,16:20:00,2,4006.47,0%
1763,1291,28,2025-09-15,20:14:00,2,8989.43,10%
1764,1014,119,2025-04-01,08:34:00,2,2674.49,10%
1765,1563,119,2025-02-20,21:26:00,2,2971.66,0%
1766,387,8,2025-11-09,10:38:00,3,6946.96,0%
1767,1500,105,2025-01-12,18:39:00,1,4127.62,0%
1768,341,146,2025-11-17,10:23:00,1,5910.05,0%
1769,1522,100,2025-03-24,15:11:00,2,1720.15,0%
1770,1920,52,2025-03-09,17:04:00,1,9270.31,10%
1771,424,148,2025-08-24,15:43:00,3,4747.95,20%
1772,909,62,2025-04-01,11:51:00,3,6672.69,0%
1773,1716,85,2025-05-06,10:00:00,3,8918.49,0%
1774,67,105,2025-09-24,20:04:00,2,4127.62,0%
1775,1962,67,2025-11-07,08:28:00,2,2781.23,0%
1776,1696,16,2025-05-30,09:23:00,2,5299.2,0%
1777,1468,131,2025-11-19,21:50:00,1,1778.43,0%
1778,213,38,2025-05-15,11:46:00,1,3909.5,0%
1779,751,106,2025-12-03,15:50:00,2,18981.59,0%
1780,431,68,2025-02-19,10:29:00,3,5922.75,0%
1781,1007,63,2025-08-16,18:50:00,2,1219.78,25%
1782,1433,67,2025-11-01,09:48:00,1,2503.11,10%
1783,325,146,2025-11-21,22:43:00,2,5910.05,0%
1784,317,33,2025-03-17,20:16:00,3,7574.54,0%
1785,467,8,2025-10-26,17:09:00,3,6946.96,0%
1786,25,67,2025-09-18,20:30:00,3,2503.11,10%
1787,1370,17,2025-05-23,11:41:00,1,1484.07,0%
1788,731,128,2025-08-24,08:53:00,3,7296.01,0%
1789,1733,135,2025-04-27,14:23:00,3,4616.51,0%
1790,68,103,2025-06-18,16:35:00,3,7119.59,0%
1791,1734,138,2025-01-29,15:15:00,2,5435.66,0%
1792,1633,47,2025-12-20,15:14:00,3,6538.47,0%
1793,1470,117,2025-11-08,16:35:00,2,3388.63,0%
1794,188,49,2025-02-02,12:33:00,2,4669.1,0%
1795,125,54,2025-05-05,23:29:00,1,7334.35,15%
1796,1100,14,2025-02-12,11:34:00,3,7298.21,10%
1797,1475,114,2025-11-22,22:00:00,2,1151.08,0%
1798,1546,105,2025-09-17,17:41:00,2,4127.62,0%
1799,542,137,2025-10-15,22:07:00,1,26608.48,0%
1800,999,2,2025-06-13,23:31:00,1,8357.64,0%
1801,367,17,2025-12-11,22:21:00,3,1187.26,20%
1802,1407,138,2025-04-10,15:13:00,2,5435.66,0%
1803,1028,79,2025-09-29,17:59:00,3,2785.54,10%
1804,431,147,2025-03-22,14:49:00,2,7590.33,0%
1805,971,107,2025-05-18,15:59:00,2,17068.08,0%
1806,967,78,2025-06-20,18:28:00,2,4694.33,0%
1807,872,145,2025-07-21,08:48:00,2,7737.47,0%
1808,114,105,2025-11-27,22:49:00,2,3714.86,10%
1809,40,52,2025-04-17,16:18:00,2,10300.34,0%
1810,1031,113,2025-03-24,23:46:00,3,1888.26,10%
1811,963,12,2025-12-04,23:15:00,2,5486.45,0%
